index,label,clean_pred,adv_pred,clean_path,adv_path,delta_path
91,3,381,497,outputs/cifar10_resnet18_pgd/clean/000091.png,outputs/cifar10_resnet18_pgd/adv/000091.png,
92,8,780,857,outputs/cifar10_resnet18_pgd/clean/000092.png,outputs/cifar10_resnet18_pgd/adv/000092.png,
93,6,725,725,outputs/cifar10_resnet18_pgd/clean/000093.png,outputs/cifar10_resnet18_pgd/adv/000093.png,
94,4,725,381,outputs/cifar10_resnet18_pgd/clean/000094.png,outputs/cifar10_resnet18_pgd/adv/000094.png,
95,6,938,725,outputs/cifar10_resnet18_pgd/clean/000095.png,outputs/cifar10_resnet18_pgd/adv/000095.png,
96,6,725,725,outputs/cifar10_resnet18_pgd/clean/000096.png,outputs/cifar10_resnet18_pgd/adv/000096.png,
97,0,780,381,outputs/cifar10_resnet18_pgd/clean/000097.png,outputs/cifar10_resnet18_pgd/adv/000097.png,
98,0,556,780,outputs/cifar10_resnet18_pgd/clean/000098.png,outputs/cifar10_resnet18_pgd/adv/000098.png,
99,7,780,381,outputs/cifar10_resnet18_pgd/clean/000099.png,outputs/cifar10_resnet18_pgd/adv/000099.png,
100,4,725,381,outputs/cifar10_resnet18_pgd/clean/000100.png,outputs/cifar10_resnet18_pgd/adv/000100.png,
101,5,725,725,outputs/cifar10_resnet18_pgd/clean/000101.png,outputs/cifar10_resnet18_pgd/adv/000101.png,
102,6,381,381,outputs/cifar10_resnet18_pgd/clean/000102.png,outputs/cifar10_resnet18_pgd/adv/000102.png,
103,3,223,725,outputs/cifar10_resnet18_pgd/clean/000103.png,outputs/cifar10_resnet18_pgd/adv/000103.png,
104,1,725,725,outputs/cifar10_resnet18_pgd/clean/000104.png,outputs/cifar10_resnet18_pgd/adv/000104.png,
105,1,725,857,outputs/cifar10_resnet18_pgd/clean/000105.png,outputs/cifar10_resnet18_pgd/adv/000105.png,
106,3,725,857,outputs/cifar10_resnet18_pgd/clean/000106.png,outputs/cifar10_resnet18_pgd/adv/000106.png,
107,6,381,381,outputs/cifar10_resnet18_pgd/clean/000107.png,outputs/cifar10_resnet18_pgd/adv/000107.png,
108,8,725,725,outputs/cifar10_resnet18_pgd/clean/000108.png,outputs/cifar10_resnet18_pgd/adv/000108.png,
109,7,381,725,outputs/cifar10_resnet18_pgd/clean/000109.png,outputs/cifar10_resnet18_pgd/adv/000109.png,
110,4,381,381,outputs/cifar10_resnet18_pgd/clean/000110.png,outputs/cifar10_resnet18_pgd/adv/000110.png,
111,0,857,780,outputs/cifar10_resnet18_pgd/clean/000111.png,outputs/cifar10_resnet18_pgd/adv/000111.png,
112,6,938,938,outputs/cifar10_resnet18_pgd/clean/000112.png,outputs/cifar10_resnet18_pgd/adv/000112.png,
113,2,725,780,outputs/cifar10_resnet18_pgd/clean/000113.png,outputs/cifar10_resnet18_pgd/adv/000113.png,
114,1,725,725,outputs/cifar10_resnet18_pgd/clean/000114.png,outputs/cifar10_resnet18_pgd/adv/000114.png,
115,3,381,780,outputs/cifar10_resnet18_pgd/clean/000115.png,outputs/cifar10_resnet18_pgd/adv/000115.png,
116,0,725,381,outputs/cifar10_resnet18_pgd/clean/000116.png,outputs/cifar10_resnet18_pgd/adv/000116.png,
117,4,725,382,outputs/cifar10_resnet18_pgd/clean/000117.png,outputs/cifar10_resnet18_pgd/adv/000117.png,
118,2,381,725,outputs/cifar10_resnet18_pgd/clean/000118.png,outputs/cifar10_resnet18_pgd/adv/000118.png,
119,7,381,725,outputs/cifar10_resnet18_pgd/clean/000119.png,outputs/cifar10_resnet18_pgd/adv/000119.png,
120,8,51,216,outputs/cifar10_resnet18_pgd/clean/000120.png,outputs/cifar10_resnet18_pgd/adv/000120.png,
121,3,381,857,outputs/cifar10_resnet18_pgd/clean/000121.png,outputs/cifar10_resnet18_pgd/adv/000121.png,
122,1,725,725,outputs/cifar10_resnet18_pgd/clean/000122.png,outputs/cifar10_resnet18_pgd/adv/000122.png,
123,2,382,66,outputs/cifar10_resnet18_pgd/clean/000123.png,outputs/cifar10_resnet18_pgd/adv/000123.png,
124,8,381,51,outputs/cifar10_resnet18_pgd/clean/000124.png,outputs/cifar10_resnet18_pgd/adv/000124.png,
125,0,725,938,outputs/cifar10_resnet18_pgd/clean/000125.png,outputs/cifar10_resnet18_pgd/adv/000125.png,
126,8,780,857,outputs/cifar10_resnet18_pgd/clean/000126.png,outputs/cifar10_resnet18_pgd/adv/000126.png,
127,3,725,725,outputs/cifar10_resnet18_pgd/clean/000127.png,outputs/cifar10_resnet18_pgd/adv/000127.png,
128,5,780,780,outputs/cifar10_resnet18_pgd/clean/000128.png,outputs/cifar10_resnet18_pgd/adv/000128.png,
129,2,857,780,outputs/cifar10_resnet18_pgd/clean/000129.png,outputs/cifar10_resnet18_pgd/adv/000129.png,
130,4,725,780,outputs/cifar10_resnet18_pgd/clean/000130.png,outputs/cifar10_resnet18_pgd/adv/000130.png,
131,1,725,725,outputs/cifar10_resnet18_pgd/clean/000131.png,outputs/cifar10_resnet18_pgd/adv/000131.png,
132,8,780,857,outputs/cifar10_resnet18_pgd/clean/000132.png,outputs/cifar10_resnet18_pgd/adv/000132.png,
133,9,725,381,outputs/cifar10_resnet18_pgd/clean/000133.png,outputs/cifar10_resnet18_pgd/adv/000133.png,
134,1,79,725,outputs/cifar10_resnet18_pgd/clean/000134.png,outputs/cifar10_resnet18_pgd/adv/000134.png,
135,2,780,780,outputs/cifar10_resnet18_pgd/clean/000135.png,outputs/cifar10_resnet18_pgd/adv/000135.png,
136,9,381,381,outputs/cifar10_resnet18_pgd/clean/000136.png,outputs/cifar10_resnet18_pgd/adv/000136.png,
137,7,381,381,outputs/cifar10_resnet18_pgd/clean/000137.png,outputs/cifar10_resnet18_pgd/adv/000137.png,
138,2,381,381,outputs/cifar10_resnet18_pgd/clean/000138.png,outputs/cifar10_resnet18_pgd/adv/000138.png,
139,9,938,223,outputs/cifar10_resnet18_pgd/clean/000139.png,outputs/cifar10_resnet18_pgd/adv/000139.png,
140,6,780,381,outputs/cifar10_resnet18_pgd/clean/000140.png,outputs/cifar10_resnet18_pgd/adv/000140.png,
141,5,857,857,outputs/cifar10_resnet18_pgd/clean/000141.png,outputs/cifar10_resnet18_pgd/adv/000141.png,
142,6,382,725,outputs/cifar10_resnet18_pgd/clean/000142.png,outputs/cifar10_resnet18_pgd/adv/000142.png,
143,3,725,857,outputs/cifar10_resnet18_pgd/clean/000143.png,outputs/cifar10_resnet18_pgd/adv/000143.png,
144,8,51,556,outputs/cifar10_resnet18_pgd/clean/000144.png,outputs/cifar10_resnet18_pgd/adv/000144.png,
145,7,51,79,outputs/cifar10_resnet18_pgd/clean/000145.png,outputs/cifar10_resnet18_pgd/adv/000145.png,
146,6,381,381,outputs/cifar10_resnet18_pgd/clean/000146.png,outputs/cifar10_resnet18_pgd/adv/000146.png,
147,2,382,857,outputs/cifar10_resnet18_pgd/clean/000147.png,outputs/cifar10_resnet18_pgd/adv/000147.png,
148,5,382,382,outputs/cifar10_resnet18_pgd/clean/000148.png,outputs/cifar10_resnet18_pgd/adv/000148.png,
149,2,725,780,outputs/cifar10_resnet18_pgd/clean/000149.png,outputs/cifar10_resnet18_pgd/adv/000149.png,
150,8,725,725,outputs/cifar10_resnet18_pgd/clean/000150.png,outputs/cifar10_resnet18_pgd/adv/000150.png,
151,9,381,381,outputs/cifar10_resnet18_pgd/clean/000151.png,outputs/cifar10_resnet18_pgd/adv/000151.png,
152,6,725,725,outputs/cifar10_resnet18_pgd/clean/000152.png,outputs/cifar10_resnet18_pgd/adv/000152.png,
153,0,725,381,outputs/cifar10_resnet18_pgd/clean/000153.png,outputs/cifar10_resnet18_pgd/adv/000153.png,
154,0,725,382,outputs/cifar10_resnet18_pgd/clean/000154.png,outputs/cifar10_resnet18_pgd/adv/000154.png,
155,5,381,381,outputs/cifar10_resnet18_pgd/clean/000155.png,outputs/cifar10_resnet18_pgd/adv/000155.png,
156,2,780,780,outputs/cifar10_resnet18_pgd/clean/000156.png,outputs/cifar10_resnet18_pgd/adv/000156.png,
157,9,725,780,outputs/cifar10_resnet18_pgd/clean/000157.png,outputs/cifar10_resnet18_pgd/adv/000157.png,
158,5,381,381,outputs/cifar10_resnet18_pgd/clean/000158.png,outputs/cifar10_resnet18_pgd/adv/000158.png,
159,4,725,381,outputs/cifar10_resnet18_pgd/clean/000159.png,outputs/cifar10_resnet18_pgd/adv/000159.png,
160,2,780,780,outputs/cifar10_resnet18_pgd/clean/000160.png,outputs/cifar10_resnet18_pgd/adv/000160.png,
161,1,725,725,outputs/cifar10_resnet18_pgd/clean/000161.png,outputs/cifar10_resnet18_pgd/adv/000161.png,
162,6,725,725,outputs/cifar10_resnet18_pgd/clean/000162.png,outputs/cifar10_resnet18_pgd/adv/000162.png,
163,6,381,381,outputs/cifar10_resnet18_pgd/clean/000163.png,outputs/cifar10_resnet18_pgd/adv/000163.png,
164,8,780,857,outputs/cifar10_resnet18_pgd/clean/000164.png,outputs/cifar10_resnet18_pgd/adv/000164.png,
165,4,381,381,outputs/cifar10_resnet18_pgd/clean/000165.png,outputs/cifar10_resnet18_pgd/adv/000165.png,
166,8,994,857,outputs/cifar10_resnet18_pgd/clean/000166.png,outputs/cifar10_resnet18_pgd/adv/000166.png,
167,4,381,381,outputs/cifar10_resnet18_pgd/clean/000167.png,outputs/cifar10_resnet18_pgd/adv/000167.png,
168,5,51,76,outputs/cifar10_resnet18_pgd/clean/000168.png,outputs/cifar10_resnet18_pgd/adv/000168.png,
169,0,381,381,outputs/cifar10_resnet18_pgd/clean/000169.png,outputs/cifar10_resnet18_pgd/adv/000169.png,
170,9,857,381,outputs/cifar10_resnet18_pgd/clean/000170.png,outputs/cifar10_resnet18_pgd/adv/000170.png,
171,9,725,223,outputs/cifar10_resnet18_pgd/clean/000171.png,outputs/cifar10_resnet18_pgd/adv/000171.png,
172,9,79,381,outputs/cifar10_resnet18_pgd/clean/000172.png,outputs/cifar10_resnet18_pgd/adv/000172.png,
173,8,725,725,outputs/cifar10_resnet18_pgd/clean/000173.png,outputs/cifar10_resnet18_pgd/adv/000173.png,
174,9,725,780,outputs/cifar10_resnet18_pgd/clean/000174.png,outputs/cifar10_resnet18_pgd/adv/000174.png,
175,9,79,79,outputs/cifar10_resnet18_pgd/clean/000175.png,outputs/cifar10_resnet18_pgd/adv/000175.png,
176,3,725,497,outputs/cifar10_resnet18_pgd/clean/000176.png,outputs/cifar10_resnet18_pgd/adv/000176.png,
177,7,725,725,outputs/cifar10_resnet18_pgd/clean/000177.png,outputs/cifar10_resnet18_pgd/adv/000177.png,
178,5,780,79,outputs/cifar10_resnet18_pgd/clean/000178.png,outputs/cifar10_resnet18_pgd/adv/000178.png,
179,0,381,381,outputs/cifar10_resnet18_pgd/clean/000179.png,outputs/cifar10_resnet18_pgd/adv/000179.png,
180,0,381,381,outputs/cifar10_resnet18_pgd/clean/000180.png,outputs/cifar10_resnet18_pgd/adv/000180.png,
181,5,51,857,outputs/cifar10_resnet18_pgd/clean/000181.png,outputs/cifar10_resnet18_pgd/adv/000181.png,
182,2,780,780,outputs/cifar10_resnet18_pgd/clean/000182.png,outputs/cifar10_resnet18_pgd/adv/000182.png,
183,2,725,780,outputs/cifar10_resnet18_pgd/clean/000183.png,outputs/cifar10_resnet18_pgd/adv/000183.png,
184,3,556,79,outputs/cifar10_resnet18_pgd/clean/000184.png,outputs/cifar10_resnet18_pgd/adv/000184.png,
185,8,857,857,outputs/cifar10_resnet18_pgd/clean/000185.png,outputs/cifar10_resnet18_pgd/adv/000185.png,
186,6,381,381,outputs/cifar10_resnet18_pgd/clean/000186.png,outputs/cifar10_resnet18_pgd/adv/000186.png,
187,3,780,780,outputs/cifar10_resnet18_pgd/clean/000187.png,outputs/cifar10_resnet18_pgd/adv/000187.png,
188,4,51,51,outputs/cifar10_resnet18_pgd/clean/000188.png,outputs/cifar10_resnet18_pgd/adv/000188.png,
189,0,381,381,outputs/cifar10_resnet18_pgd/clean/000189.png,outputs/cifar10_resnet18_pgd/adv/000189.png,
190,5,780,381,outputs/cifar10_resnet18_pgd/clean/000190.png,outputs/cifar10_resnet18_pgd/adv/000190.png,
191,8,780,780,outputs/cifar10_resnet18_pgd/clean/000191.png,outputs/cifar10_resnet18_pgd/adv/000191.png,
192,0,725,725,outputs/cifar10_resnet18_pgd/clean/000192.png,outputs/cifar10_resnet18_pgd/adv/000192.png,
193,1,381,725,outputs/cifar10_resnet18_pgd/clean/000193.png,outputs/cifar10_resnet18_pgd/adv/000193.png,
194,7,780,780,outputs/cifar10_resnet18_pgd/clean/000194.png,outputs/cifar10_resnet18_pgd/adv/000194.png,
195,2,381,725,outputs/cifar10_resnet18_pgd/clean/000195.png,outputs/cifar10_resnet18_pgd/adv/000195.png,
196,8,382,857,outputs/cifar10_resnet18_pgd/clean/000196.png,outputs/cifar10_resnet18_pgd/adv/000196.png,
197,8,223,857,outputs/cifar10_resnet18_pgd/clean/000197.png,outputs/cifar10_resnet18_pgd/adv/000197.png,
198,7,565,565,outputs/cifar10_resnet18_pgd/clean/000198.png,outputs/cifar10_resnet18_pgd/adv/000198.png,
199,8,780,780,outputs/cifar10_resnet18_pgd/clean/000199.png,outputs/cifar10_resnet18_pgd/adv/000199.png,
200,5,780,556,outputs/cifar10_resnet18_pgd/clean/000200.png,outputs/cifar10_resnet18_pgd/adv/000200.png,
201,1,51,51,outputs/cifar10_resnet18_pgd/clean/000201.png,outputs/cifar10_resnet18_pgd/adv/000201.png,
202,8,725,725,outputs/cifar10_resnet18_pgd/clean/000202.png,outputs/cifar10_resnet18_pgd/adv/000202.png,
203,7,725,725,outputs/cifar10_resnet18_pgd/clean/000203.png,outputs/cifar10_resnet18_pgd/adv/000203.png,
204,1,725,725,outputs/cifar10_resnet18_pgd/clean/000204.png,outputs/cifar10_resnet18_pgd/adv/000204.png,
205,3,725,780,outputs/cifar10_resnet18_pgd/clean/000205.png,outputs/cifar10_resnet18_pgd/adv/000205.png,
206,0,725,725,outputs/cifar10_resnet18_pgd/clean/000206.png,outputs/cifar10_resnet18_pgd/adv/000206.png,
207,5,381,497,outputs/cifar10_resnet18_pgd/clean/000207.png,outputs/cifar10_resnet18_pgd/adv/000207.png,
208,7,79,725,outputs/cifar10_resnet18_pgd/clean/000208.png,outputs/cifar10_resnet18_pgd/adv/000208.png,
209,9,857,857,outputs/cifar10_resnet18_pgd/clean/000209.png,outputs/cifar10_resnet18_pgd/adv/000209.png,
210,7,725,725,outputs/cifar10_resnet18_pgd/clean/000210.png,outputs/cifar10_resnet18_pgd/adv/000210.png,
211,4,780,780,outputs/cifar10_resnet18_pgd/clean/000211.png,outputs/cifar10_resnet18_pgd/adv/000211.png,
212,5,780,780,outputs/cifar10_resnet18_pgd/clean/000212.png,outputs/cifar10_resnet18_pgd/adv/000212.png,
213,9,381,382,outputs/cifar10_resnet18_pgd/clean/000213.png,outputs/cifar10_resnet18_pgd/adv/000213.png,
214,8,79,780,outputs/cifar10_resnet18_pgd/clean/000214.png,outputs/cifar10_resnet18_pgd/adv/000214.png,
215,0,556,79,outputs/cifar10_resnet18_pgd/clean/000215.png,outputs/cifar10_resnet18_pgd/adv/000215.png,
216,7,51,381,outputs/cifar10_resnet18_pgd/clean/000216.png,outputs/cifar10_resnet18_pgd/adv/000216.png,
217,9,79,381,outputs/cifar10_resnet18_pgd/clean/000217.png,outputs/cifar10_resnet18_pgd/adv/000217.png,
218,8,51,51,outputs/cifar10_resnet18_pgd/clean/000218.png,outputs/cifar10_resnet18_pgd/adv/000218.png,
219,2,857,780,outputs/cifar10_resnet18_pgd/clean/000219.png,outputs/cifar10_resnet18_pgd/adv/000219.png,
220,7,725,381,outputs/cifar10_resnet18_pgd/clean/000220.png,outputs/cifar10_resnet18_pgd/adv/000220.png,
221,6,382,381,outputs/cifar10_resnet18_pgd/clean/000221.png,outputs/cifar10_resnet18_pgd/adv/000221.png,
222,9,857,223,outputs/cifar10_resnet18_pgd/clean/000222.png,outputs/cifar10_resnet18_pgd/adv/000222.png,
223,4,725,381,outputs/cifar10_resnet18_pgd/clean/000223.png,outputs/cifar10_resnet18_pgd/adv/000223.png,
224,3,725,725,outputs/cifar10_resnet18_pgd/clean/000224.png,outputs/cifar10_resnet18_pgd/adv/000224.png,
225,9,725,780,outputs/cifar10_resnet18_pgd/clean/000225.png,outputs/cifar10_resnet18_pgd/adv/000225.png,
226,6,381,725,outputs/cifar10_resnet18_pgd/clean/000226.png,outputs/cifar10_resnet18_pgd/adv/000226.png,
227,4,381,381,outputs/cifar10_resnet18_pgd/clean/000227.png,outputs/cifar10_resnet18_pgd/adv/000227.png,
